00001740-a	quality	able: (usually followed by `to') having the necessary means or skill or know-how or authority to do something; "able to swim"; "she was able to program her computer"; "we were at last able to buy a car"; "able to get a grant for the project"
00001740-n	factotum	entity: that which is perceived or known or inferred to have its own distinct existence (living or nonliving)
00001740-r	factotum	a cappella: without musical accompaniment; "they performed a cappella"
00001740-v	medicine	breathe, respire, suspire, take a breath: draw air into, and expel out of, the lungs; "I can breathe better when the air is clean"; "The patient is respiring"
00002452-n	factotum	thing: a separate and self-contained entity
00003380-r	factotum	annoyingly: in an annoying manner or to an annoying degree
00028424-r	factotum	however: in whatever way or manner; "Victory, however it was brought about, was sweet"; "however he did it, it was very clever"
00036762-r	factotum	as such, in and of itself, intrinsically, per se: with respect to its inherent nature; "this statement is interesting per se"
00050037-n	military	enrollment, enrolment, registration: the act of enrolling
00066977-v	biology	tear: fill with tears or shed tears; "Her eyes were tearing"
00076681-r	factotum	aurally: with regard to sound or the ear; "the new musical was visually and aurally appealing"
00090386-v	factotum	shock: subject to electrical shocks
00093327-v	biology	fall back, lapse, recidivate, regress, relapse, retrogress: go back to bad behavior; "Those who recidivate are often minor criminals"
00099951-n	baseball	conjuration, conjuring trick, deception, illusion, legerdemain, magic, magic trick, thaumaturgy, trick: an illusory feat; considered magical by naive observers
00105023-a	factotum	ambitionless, unambitious: having little desire for success or achievement
00106726-n	factotum	ringer: (horseshoes) the successful throw of a horseshoe or quoit so as to encircle a stake or peg
00117106-a	psychoanalysis	unresentful: not resentful; "completely unresentful and forgiving"
00159373-r	factotum	for all the world, for any price, for anything, for love or money: under any circumstances; "she wouldn't give up her pets for love or money"
00169522-n	factotum	vertical bank: a bank so steep that the plane's lateral axis approaches the vertical
00170340-n	politics	roll: a flight maneuver; aircraft rotates about its longitudinal axis without changing direction or losing altitude
00184511-v	factotum	put on: add to something existing; "She put on a sun room"
00187617-r	quality	extravagantly, lavishly, richly: in a rich and lavish manner; "lavishly decorated"
00206998-v	factotum	help: improve; change for the better; "New slipcovers will help the old living room furniture"
00208773-r	factotum	helplessly, impotently, unable to help: in a helpless manner; "the crowd watched him helplessly"
00215048-r	factotum	boringly, tediously, tiresomely: in a tedious manner; "boringly slow work"; "he plodded tediously forward"
00215363-v	buildings	spin-dry: dry (clothes) by spinning and making use of centrifugal forces
00244043-r	factotum	north, northerly, northward, northwards: in a northern direction; "they earn more up north"; "Let's go north!"
00279398-r	factotum	blasphemously: in a blasphemous manner; "the sailors were cursing blasphemously"
00280930-v	factotum	lighten, lighten up: become lighter; "The room lightened up"
00286605-v	industry	stain: produce or leave stains; "Red wine stains the table cloth"
00286756-n	free_time transport	hitch, hobble, limp: the uneven manner of walking that results from an injured leg
00299161-r	factotum	dejectedly, in low spirits: in a dejected manner; "when she came back Sophie and Esther were sitting dejectedly in the kitchen"
00304173-r	quality	daintily: in a refined manner; "she nibbled daintily at her cake"
00324056-n	music	blood transfusion, transfusion: the introduction of blood or blood plasma into a vein or artery
00325975-n	factotum	alpinism: mountain climbing (not restricted to the Alps)
00340192-n	factotum	overtaking, passing: going by something that is moving in order to get in front of it; "she drove but well but her reckless passing of every car on the road frightened me"
00361566-r	factotum	idiotically: in an idiotic manner; "what arouses the indignation of the honest satirist is not the fact that people in positions of power or influence behave idiotically"
00381601-v	music	metamorphose, transform, transmute: change in outward structure or looks; "He transformed into a monster"; "The salesman metamorphosed into an ugly beetle"
00394813-v	factotum	blend, coalesce, combine, commingle, conflate, flux, fuse, immix, meld, merge, mix: mix together different elements; "The colors blend well"
00403513-r	factotum	moodily: in a moody manner; "in the bar, a youngish, sharp-eyed man was staring moodily into a gin and tonic"
00429642-v	physics	spill: reduce the pressure of wind on (a sail)
00450753-r	religion	shabbily: in a mean and ungenerous manner; "the two were haggling shabbily in the drawing-room"
00454251-v	factotum	perfuse, suffuse: cause to spread or flush or flood through, over, or across; "The sky was suffused with a warm pink color"
00475094-r	factotum	telescopically: in a telescopic manner; "each of the four legs contains a simple screw jack with a thrust bearing that is operated telescopically inside of two tubes"
00476528-r	factotum	thermostatically: by thermostat; in a thermostatic manner; "the temperature is thermostatically controlled"
00479060-v	factotum	drown: kill by submerging in water; "He drowned the kittens"
00486605-r	factotum	under: into unconsciousness; "this will put the patient under"
00514272-r	factotum	judicially: as ordered by a court
00535061-v	factotum	encrimson: make crimson
00572285-n	factotum	draw, hook, hooking: a golf shot that curves to the left for a right-handed golfer; "he took lessons to cure his hooking"
00584160-n	factotum	lifework: the principal work of your career
00600235-v	factotum	audit: attend academic courses without getting credit
00616670-v	factotum	attend to, take to heart: get down to; pay attention to; take seriously; "Attend to your duties, please"
00622581-a	banking	incorrupt: free of corruption or immorality; "a policeman who was incorrupt and incorruptible"
00668736-n	medicine	craniotomy: a surgical opening through the skull
00684988-n	football	microsurgery: surgery using operating microscopes and miniaturized precision instruments to perform intricate procedures on very small structures
00708376-v	factotum	scheme: devise a system or form a scheme for
00729109-v	factotum	follow, trace: follow, discover, or ascertain the course of development of something; "We must follow closely the economic development is Cuba" ; "trace the student's progress"
00742314-n	factotum	malpractice: professional wrongdoing that results in injury or damage; "the widow sued his surgeon for malpractice"
00809453-v	factotum	interview: go for an interview in the hope of being hired; "The job candidate interviewed everywhere"
00858377-n	buildings	catnap, cat sleep, forty winks, nap, short sleep, snooze: sleeping for a short period of time (usually not in bed)
00886582-n	surgery	athletics: participation in sports events as an extracurricular activity
00902757-n	factotum	fmri, functional magnetic resonance imaging: a form of magnetic resonance imaging of the brain that registers blood flow to functioning areas of the brain
00920125-v	linguistics	sequence: determine the order of constituents in; "They sequenced the human genome"
00941855-v	telecommunication	get off: deliver verbally; "He got off the best line I've heard in a long time"
00946105-v	factotum	enumerate, itemise, itemize, recite: specify individually; "She enumerated the many obstacles she had encountered"; "The doctor recited the list of possible side effects of the drug"
00965871-v	factotum	announce, declare: announce publicly or officially; "The President declared war"
00975036-v	telecommunication	call: utter a characteristic note or cry; "bluejays called to one another"
01014362-v	factotum	drive home, press home, ram home: make clear by special emphasis and try to convince somebody of something; "drive home a point or an argument"; "I'm trying to drive home these basic ideas"
01046059-v	factotum	howl, roar: make a loud noise, as of wind, water, or vehicles; "The wind was howling in the trees"; "The water roared down the chute"
01076370-v	baseball	quarterback: play the quarterback
01078086-n	factotum	disqualification: the act of preventing someone from participating by finding them unqualified
01100145-v	factotum	win: be the winner in a contest or competition; be victorious; "He won the Gold Medal in skating"; "Our home team won"; "Win the game"
01147950-n	politics	curtailment, suppression: the act of withholding or withdrawing some book or writing from publication or circulation; "a suppression of the newspaper"
01164730-n	factotum	auto-da-fe: the burning to death of heretics (as during the Spanish Inquisition)
01165898-v	gastronomy	overextend, overstrain: strain excessively; "He overextended himself when he accepted the additional assignment"
01200266-n	history military	competence hearing: a hearing to determine legal capacity (to determine whether the defendant can understand the charges and cooperate with a lawyer in preparing a defense)
01252425-v	factotum	smear: stain by smearing or daubing with a dirty substance
01256600-v	factotum	carve, chip at: engrave or cut by chipping away at a surface; "carve one's name into the bark"
01284444-n	biology	battle of little bighorn, battle of the little bighorn, custer's last stand, little bighorn: a battle in Montana near the Little Bighorn River between United States cavalry under Custer and several groups of Native Americans (1876); Custer was pursuing Sioux led by Sitting Bull; Custer underestimated the size of the Sioux forces (which were supported by Cheyenne warriors) and was killed along with all his command
01290997-n	factotum	battle of the philippine sea, philippine sea: a naval battle in World War II (1944); a decisive naval victory for the United States fleet over the Japanese who were trying to block supplies from reaching American troops on Leyte
01298162-n	factotum	tsushima: a naval battle in the Russo-Japanese War (1905); the Japanese fleet defeated the Russian fleet in the Korean Strait
01307299-n	biology	punic war: one of the three wars between Carthage and Rome that resulted in the destruction of Carthage and its annexation by Rome; 264-241 BC, 218-201 BC, 149-146 BC
01323518-v	factotum	lapidate, stone: kill by throwing stones at; "People wanted to stone the woman who had a child out of wedlock"
01368973-n	animals biology	salmonella: rod-shaped Gram-negative enterobacteria; cause typhoid fever and food poisoning; can be used as a bioweapon
01403713-n	animals biology	sea tang, tang: any of various coarse seaweeds
01424353-a	factotum	unliveried: not wearing livery; "an unliveried chauffeur"
01424456-v	factotum	bosom, embrace, hug, squeeze: squeeze (someone) tightly in your arms, usually with fondness; "Hug me, please"; "They embraced"; "He hugged her close to him"
01440949-n	animals biology	genus leuciscus, leuciscus: a genus of fish including: dace, chub
01460712-v	factotum	resift: sift anew
01488555-v	factotum	overcharge, overload, surcharge: place too much a load on; "don't overload the car"
01501777-n	animals biology	little skate, raja erinacea: most plentiful skate in North American inshore waters in summer; to 21 inches
01524298-v	plants	chock up, cram, jam, jampack, ram, wad: crowd or pack to capacity; "the theater was jampacked"
01531178-n	animals biology	carduelis carduelis, goldfinch: small European finch having a crimson face and yellow-and-black wings
01535742-v	factotum	wash out: wash free from unwanted substances, such as dirt; "Wash out your dirty shirt in the sink"
01540844-v	factotum	take in, take up: accept; "The cloth takes up the liquid"
01562116-n	animals biology	erithacus, genus erithacus: Old World thrushes
01572728-v	factotum	strain, tense: become stretched or tense or taut; "the bodybuilder's neck muscles tensed;" "the rope strained when the weight was attached"
01573143-v	factotum	clinch: hold a boxing opponent with one or both arms so as to prevent punches
01647543-v	drawing painting	fix: set or place definitely; "Let's fix the date for the party!"
01655577-n	animals	labyrinthodonta, labyrinthodontia, superorder labyrinthodonta, superorder labyrinthodontia: extinct amphibians typically resembling heavy-bodied salamanders or crocodiles and having a solid flattened skull and conical teeth; Devonian through Triassic
01684337-v	factotum	sculpt, sculpture: create by shaping stone or wood or any other hard material; "sculpt a swan out of a block of ice"
01711336-v	psychological_features	stage direct: direct for the stage
01739871-n	animals	sonoran lyre snake, trimorphodon lambda: of desert regions of southwestern North America
01746727-n	animals biology	asian coral snake: of India
01758895-n	animals biology	carrion: the dead and rotting body of an animal; unfit for human food
01773319-n	animals biology	aranea, araneus, genus aranea, genus araneus: a genus of orb-weaving spiders including common garden spiders and barn spiders
01785242-v	factotum	die: languish as with love or desire; "She dying for a cigarette"; "I was dying to leave"
01819554-v	factotum	intimidate, restrain: to compel or deter by or as if by threats
01845105-v	animals	stooge: cruise in slow or routine flights
01851038-n	animals biology	aythya ferina, pochard: heavy-bodied Old World diving duck having a grey-and-black body and reddish head
01876735-v	factotum	cradle: hold or place in or as if in a cradle; "He cradled the infant in his arms"
01881957-v	sport	tramp: cross on foot; "We had to tramp the creeks"
01884383-v	factotum	buck, hitch, jerk: jump vertically, with legs stiff and back arched; "the yung filly bucked"
01887576-v	factotum	glide: move smoothly and effortlessly
01956924-n	animals biology	myaceae, order myaceae: clams
01998741-n	animals biology	acorn barnacle, balanus balanoides, rock barnacle: barnacle that attaches to rocks especially in intertidal zones
01999218-v	vehicles	lead, precede: move ahead (of others) in time or space
02011865-v	factotum	derail, jump: run off or leave the rails; "the train derailed because a cow was standing on the tracks"
02019566-n	animals hunting	family turnicidae, turnicidae: small Old World birds resembling but not related to true quail
02055280-n	animals biology	order sphenisciformes, sphenisciformes: penguins
02059852-n	animals biology	giant fulmar, giant petrel, macronectes giganteus: large brownish petrel chiefly of Antarctic seas
02084879-v	factotum	gutter: flow in small streams; "Tears guttered down her face"
02125223-v	factotum	nose, scent, wind: catch the scent of; get wind of; "The dog nosed out the drugs"
02182220-n	animals biology	bruchus, genus bruchus: type genus of the Bruchidae
02193194-v	geometry	discern, distinguish, make out, pick out, recognise, recognize, spot, tell apart: detect with the senses; "The fleeing convicts were picked out of the darkness by the watchful prison guards"; "I can't make out the faces in this photograph"
02207647-n	animals biology	soldier: a wingless sterile ant or termite having a large head and powerful jaws adapted for defending the colony
02221010-v	commerce economy	alien, alienate: transfer property or ownership; "The will aliened the property to the heirs"
02221178-v	economy	negociate: transfer by endorsement to another in return for value received; "negociate a bond"
02225577-n	animals	cryptotermes, genus cryptotermes: genus of dry wood termites; cosmopolitan in distribution; sometimes considered a subgenus of Kalotermes
02240674-v	law money politics tax	bid: make a serious effort to attain something; "His campaign bid for the attention of the poor population"
02242256-v	factotum	black market, run: deal in illegally, such as arms or liquor
02254495-v	factotum	liquidate: settle the affairs of by determining the debts and applying the assets to pay them off; "liquidate a company"
02276202-v	factotum	derequisition: release from government control
02312014-v	administration school	divert, hive off: withdraw (money) and move into a different location, often secretly and with dishonest intentions
02353088-v	factotum	snag: get by acting quickly and smartly; "snag a bargain"
02353707-a	factotum	aided, assisted: having help; often used as a combining form
02354470-n	animals	genus thomomys, thomomys: western pocket gophers
02360702-v	factotum	reflectorise, reflectorize: provide with reflectors, such as chemicals; "the driveway was reflectorized for safety reasons"
02369680-n	animals biology	naked mole rat: fetal-looking colonial rodent of East Africa; neither mole nor rat; they feed on tubers and have a social structure similar to that of honeybees and termites
02381261-n	animals biology	dun: horse of a dull brownish grey color
02409038-n	biology	anoa, anoa depressicornis, dwarf buffalo: small buffalo of the Celebes having small straight horns
02430559-n	animals	stag: adult male deer
02436349-v	factotum	care, deal, handle, manage: be in charge of, act on, or dispose of; "I can deal with this crew of workers"; "This blender can't handle nuts"; "She managed her parents' affairs after they got too old"
02447021-n	animals biology	little spotted skunk, spilogale putorius, spotted skunk: small skunk with a marbled black and white coat; of United States and Mexico
02460009-n	animals	anteater, new world anteater: any of several tropical American mammals of the family Myrmecophagidae which lack teeth and feed on ants and termites
02504323-n	animals biology	genus loxodonta, loxodonta: a genus of Elephantidae
02511510-n	animals biology	peristome: region around the mouth in various invertebrates
02548522-n	animals biology	batrachoididae, family batrachoididae: toadfishes; related to anglers and batfishes
02577061-a	person	secular, temporal, worldly: characteristic of or devoted to the temporal world as opposed to the spiritual world; "worldly goods and advancement"; "temporal possessions of the church"
02586371-v	factotum	get at: influence by corruption
02589913-a	politics	zonal: associated with or divided into zones; "a zonal pattern of cell structure"; "zonal division"
02608823-v	factotum	begin, start: have a beginning characterized in some specified way; "The novel begins with a murder"; "My property begins with the three maple trees"; "Her day begins with a workout"; "The semester begins with a convocation ceremony"
02616236-v	factotum	eke out: live from day to day, as with some hardship; "He eked out his years in great poverty"
02625521-v	factotum	bead: form into beads, as of water or sweat, for example
02644407-a	factotum	ascitic: of or relating to or resulting from an abnormal accumulation of protein and electrolyte rich fluid in the peritoneal cavity
02662142-a	factotum	benzylic: relating to benzyl
02671613-v	factotum	act as: function as or act like; "This heap of stones will act as a barrier"
02679468-a	factotum	carbonyl, carbonylic: relating to or containing the carbonyl group
02687916-v	factotum	continue, cover, extend: span an interval of distance, space or time; "The war extended over five years"; "The period covered the turn of the century"; "My land extends over the hills on the horizon"; "This farm covers some 200 acres"; "The Archipelago continues for another 500 miles"
02704792-n	basketball buildings	amphibian, amphibious vehicle: a flat-bottomed motor vehicle that can travel on land or water
02708020-a	animals	curricular: of or relating to an academic course of study
02722501-a	literature religion	erythropoietic: of or relating to the formation of red blood cells
02726151-a	psychology	fenestral: of or relating to windows
02728113-a	medicine	filar: related to or having filaments (especially across a field of view as in the eyepiece of a telescope); "a filar eyepiece"
02736983-a	astronomy	graphic: of or relating to the graphic arts; "the etchings, drypoints, lithographs, and engravings which together form his graphic work"- British Book News
02738464-a	anthropology	chasidic, chassidic, hasidic, hassidic: of or relating to the Jewish Hasidim or its members or their beliefs and practices
02741943-a	factotum	hidrotic: of or relating to sweat
02756129-a	animals	living: pertaining to living persons; "within living memory"
02767872-a	factotum	nazarene: of or relating to the town of Nazareth or its inhabitants
02783708-n	factotum	balmoral: a sturdy laced walking shoe
02796042-a	factotum	semiotic, semiotical: of or relating to semiotics; "semiotic analysis"
02803349-n	home	bass: the member with the lowest range of a family of musical instruments
02803809-n	transport	basset horn: a tenor clarinet; pitched in the key of F below the B-flat clarinet
02815135-a	administration geography	tibial: relating to or located near a tibia
02839351-n	fashion	billiard ball: ball used in playing billiards
02876193-n	nautical	bosporus bridge: a suspension bridge across the Bosporus at Istanbul
02878534-n	electronics tourism town_planning transport	boudoir: a lady's bedroom or private sitting room
02893941-n	commerce	bread knife: a knife used to cut bread
02903946-a	administration geography	colloidal: of or relating to or having the properties of a colloid
02904780-a	philosophy	latitudinal: of or relating to latitudes north or south
02906027-n	chemistry	bronx-whitestone bridge: a suspension bridge across the East River in New York City
02907175-a	linguistics	anthropological: of or concerned with the science of anthropology; "anthropological studies"
02907798-a	history	astrophysical: of or concerned with astrophysics; "astrophysical sciences"
02910353-n	gastronomy	buckle: fastener that fastens together two ends of a belt or strap; often has loose prong
02927303-a	linguistics	american: of or relating to or characteristic of the continents and islands of the Americas; "the American hemisphere"; "American flora and fauna"
02944256-n	card	camlet: a fabric of Asian origin; originally made of silk and camel's hair
02965936-n	factotum	carnegie mellon university: an engineering university in Pittsburgh
02974507-a	factotum	operculate, operculated: having an operculum
02980247-a	factotum	rheologic, rheological: of or relating to rheology
03035832-n	medicine	cither, cithern, citole, cittern, gittern: a 16th century musical instrument resembling a guitar with a pear-shaped soundbox and wire strings
03049605-n	computer_science	closet auger: a snake used to unblock toilets
03055670-n	computer_science	coach, coach-and-four, four-in-hand: a carriage pulled by four horses with one driver
03131431-n	music	crew neck, crew neckline: a plain straight neckline opening from shoulder to shoulder of sweaters
03132261-n	publishing	cricket equipment: sports equipment used in playing cricket
03172038-n	military	deflector: a device intended to turn aside the flow of something (water or air or smoke etc)
03213715-n	military transport	distributor housing: the housing that supports the distributor cam
03216199-n	industry	divining rod, dowser, dowsing rod, waterfinder, water finder: forked stick that is said to dip down to indicate underground water or oil
03268553-n	mechanics	elbow: a length of pipe with a sharp bend in it
03283413-n	transport	emesis basin: a basin used by bedridden patients for vomiting
03401721-n	factotum	fuel system: equipment in a motor vehicle or aircraft that delivers fuel to the engine
03453809-n	law	graphic art: the arts of drawing or painting or printmaking
03474467-n	play	hack: a tool (as a hoe or pick or mattock) used for breaking up the surface of the soil
03561345-n	chemistry pharmacy	illustration: a visual representation (a picture or diagram) that is used make some subject more pleasing or easier to understand
03583109-n	factotum	clioquinol, iodochlorhydroxyquin: drug used to treat certain fungal infection (as athlete's foot)
03593222-n	metrology	japan: lacquer with a durable glossy black finish, originally from the orient
03656231-n	telecommunication	length: a section of something that is long and narrow; "a length of timber"; "a length of tubing"
03669886-n	buildings religion town_planning	clipper, limiter: (electronics) a nonlinear electronic circuit whose output is limited in amplitude; used to limit the instantaneous amplitude of a waveform (to clip off the peaks of a waveform); "a limiter introduces amplitude distortion"
03732458-n	buildings	maxi: a long skirt ending below the calf
03733644-n	fashion	measure: a container of some standard capacity that is used to obtain fixed amounts of a substance
03802507-n	tourism town_planning	musnud: a seat with a cushion that is used as a throne by Indian princes
03818629-n	artisanship buildings	neosporin: trade name for a topical drug containing several antibacterials; used as an ointment for skin irritations and in the form of eyedrops for minor eye infections
03832973-n	industry	notions counter: counter where notions are sold
03855464-n	chemistry pharmacy	oriflamme: a red or orange-red flag used as a standard by early French kings
03936269-n	military	pile, piling, spile, stilt: a column of wood or steel or concrete that is driven into the ground to provide support for a structure
03959014-n	history military	plastron: a metal breastplate that was worn under a coat of mail
03996145-n	industry	power saw, saw, sawing machine: a power tool for cutting wood
04004767-n	fashion	printer: (computer science) an output device that prints the results of data processing
04076533-n	optics	replica, replication, reproduction: copy that is not the original; something that has been copied
04105438-n	mechanics	roof: protective covering on top of a motor vehicle
04161010-n	card	searing iron: a hot iron used to destroy tissue
04166111-n	factotum	security system: (computing) a system that enforces boundaries between computer networks
04171373-n	music	semi-abstraction: a semiabstract painting
04226962-n	transport	skep: a domed beehive made of twisted straw
04255163-n	factotum	socket: receptacle where something (a pipe or probe or end of a bone) is inserted
04261281-n	buildings	souk: an open-air market in an Arabian city
04270765-n	home	speaking tube: a tube for conveying the sound of a voice from one room to another
04282379-n	nautical	spline: a flexible strip (wood or rubber) used in drawing curved lines
04329190-n	military	depot, entrepot, storage, store, storehouse: a depository for goods; "storehouses were built close to the docks"
04435180-n	furniture	tile: a flat thin rectangular slab (as of fired clay or rubber or linoleum) used to cover surfaces
04493259-n	factotum	t-square: a square used by draftsmen to draw parallel lines
04526964-n	factotum	ventilator: a device (such as a fan) that introduces fresh air or expels foul air
04560619-n	buildings	water jacket: a container filled with water that surrounds a machine to cool it; especially that surrounding the cylinder block of an engine
04590129-n	factotum	window shade: an opaque window blind that can cover or uncover a window
04613350-n	factotum	yoke: support consisting of a wooden frame across the shoulders that enables a person to carry buckets hanging from each end
04684654-n	biology	exquisiteness: extreme beauty of a delicate sort
04687333-n	chemistry	appeal, appealingness, charm: attractiveness that interests or pleases or stimulates; "his smile was part of his appeal to her"
04729984-n	music	loftiness, majesty, stateliness: impressiveness in scale or proportion
04737743-n	factotum	progressiveness, progressivity: advancement toward better conditions or policies or methods
04780396-n	factotum	unpalatability, unpalatableness: the property of being unacceptable to the mind; "the policy's unpalatability caused an uproar"
04788159-n	factotum	coyness, demureness: the affectation of being demure in a provocative way
04848866-n	factotum	religiousness: the quality of being extremely conscientious; "his care in observing the rules of good health amounted to a kind of religiousness"
04849074-n	factotum	unconscientiousness: the quality of being willing to ignore the dictates of conscience
04909721-n	factotum	prankishness, rascality, roguishness: the trait of indulging in disreputable pranks
04935003-n	anatomy	viscosity, viscousness: resistance of a liquid to shear forces (and hence to flow)
04960729-n	anatomy	white, whiteness: the quality or state of the achromatic color of greatest lightness (bearing the least resemblance to black)
04961691-n	medicine	gray, grayness, grey, greyness: a neutral achromatic color midway between white and black
04987620-n	anatomy	quality, timber, timbre, tone: (music) the distinctive property of a complex sound (a voice or noise or musical sound); "the timbre of her soprano was rich and lovely"; "the muffled tones of the broken bell summoned them to meet"
05020225-n	anatomy	magnetisation, magnetization: the physical property of being magnetic
05047059-n	anatomy	lateness: quality of coming late or later in time
05127640-n	biology	latitude: scope for freedom of e.g. action or thought; freedom from restriction
05185444-n	anatomy	right to an attorney: a civil right guaranteed by the 6th amendment to the US Constitution
05229805-n	anatomy	germ: a small apparently simple structure (as a fertilized egg) from which new tissue can develop into a complete organism
05236582-n	anatomy	aortic plexus: a plexus of lymph nodes in the lower portion of the abdominal aorta
05264545-n	anatomy	fundus: (anatomy) the base of a hollow organ or that part of the organ farthest from its opening; "the uterine fundus"; "the fundus of the stomach"
05273555-n	anatomy person	cartilage bone: any bone that develops within cartilage rather than a fibrous tissue
05296127-n	factotum	perimysium: the sheath of connective tissue that covers a bundle of muscle fibers
05313344-n	art	ciliary body: the part of the tunic of the eye between the choroid coat and the iris; "the ciliary body produces aqueous humor"
05319760-n	religion	intima: the innermost membrane of an organ (especially the inner lining of an artery or vein or lymphatic vessel)
05346406-n	psychology	arteria glutes, gluteal artery: branches of the internal iliac artery that supply the hip joint and gluteal region
05386139-n	food	haversian canal: any of the many tiny canals that contain blood vessels and connective tissue and that form a network in bone
05387842-n	acoustics	alveolar bed: lung tissue densely packed with alveoli
05469664-n	factotum	proprioceptor: special nerve endings in the muscles and tendons and other organs that respond to stimuli regarding the position and movement of the body
05507427-n	factotum	lumbosacral plexus: a nerve plexus formed by the ventral divisions of the coccygeal and sacral and lumbar nerves; supplies the lower limbs and perineum and coccygeal area
05513807-n	factotum	male reproductive system: the reproductive system of males
05524062-n	mathematics	cervical glands, cervical glands of the uterus, glandulae cervicales uteri: mucus-secreting glands in the mucosa of the uterine cervix
05600431-n	religion	naris: any of the openings to the nasal cavities that allow air to flow through the cavities to the pharynx
05643722-n	economy	housecraft: skill in domestic management
05668915-n	mathematics	protocol: code of correct conduct; "safety protocols"; "academic protocol"
05677504-n	mathematics	sense: a general conscious awareness; "a sense of security"; "a sense of happiness"; "a sense of danger"; "a sense of self"
